Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OM417128,Coxsackievirus B5,NA,"Noisumdaeng,P., Sangsiriwut,K., Prasertsopon,J., Mungaomklang,A., Puthavathana,P.","Thammasat University, Faculty of Public Health",Thailand,2022-12-07,CVB5/SiICRC22/TH/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7281,GenBank,partial,B5,NA,NA,Thailand,Thailand,NA,Homo sapiens,feces,2011-08-09,NA,NA,"Coxsackievirus B5 isolate CVB5/SiICRC22/TH/2011 polyprotein gene, complete cds"
OM417129,Coxsackievirus B5,NA,"Noisumdaeng,P., Sangsiriwut,K., Prasertsopon,J., Mungaomklang,A., Puthavathana,P.","Thammasat University, Faculty of Public Health",Thailand,2022-12-07,CVB5/SiICRC23/TH/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7298,GenBank,partial,B5,NA,NA,Thailand,Thailand,NA,Homo sapiens,feces,2011-08-09,NA,NA,"Coxsackievirus B5 isolate CVB5/SiICRC23/TH/2011 polyprotein gene, complete cds"
OM417130,Coxsackievirus B5,NA,"Noisumdaeng,P., Sangsiriwut,K., Prasertsopon,J., Mungaomklang,A., Puthavathana,P.","Thammasat University, Faculty of Public Health",Thailand,2022-12-07,CVB5/SiICRC24/TH/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7282,GenBank,partial,B5,NA,NA,Thailand,Thailand,NA,Homo sapiens,feces,2011-08-10,NA,NA,"Coxsackievirus B5 isolate CVB5/SiICRC24/TH/2011 polyprotein gene, complete cds"
OL614976,Echovirus E7,NA,"Reymao,T.K.A., Junior,E.C.S., Hernandez,J.M., Cardoso,J.F., Portela,A.C.R., Lima,C.P.S., Teixeira,D.M., Lucena,M.S.S., Neto,F.T., Nunes,M.R.T., Silva,L.D., Gabbay,Y.B.","Evandro Chagas Institute, Virology",Brazil,2022-12-06,JF05-E7,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7416,GenBank,complete,NA,NA,NA,Brazil,Brazil,NA,Homo sapiens,feces,2016-09-29,NA,NA,"Echovirus E7 strain HU/JH28/AM/BRA, complete genome"
MZ540957,Coxsackievirus B4,NA,"Liu,W.","Gird, State Key Laboratory of Respiratory Disease & Sun Yat-Sen University",China,2022-10-11,GZ-HFM01/2015,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7394,GenBank,complete,B4,NA,NA,China,China,NA,Homo sapiens,feces,2015,NA,NA,"Coxsackievirus B4 isolate GZ-HFM01/2015, complete genome"
MZ540958,Coxsackievirus B4,NA,"Liu,W.","Gird, State Key Laboratory of Respiratory Disease & Sun Yat-Sen University",China,2022-10-11,GZ-R6/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7394,GenBank,complete,B4,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2018,NA,NA,"Coxsackievirus B4 isolate GZ-R6/2018, complete genome"
MZ540959,Coxsackievirus B4,NA,"Liu,W.","Gird, State Key Laboratory of Respiratory Disease & Sun Yat-Sen University",China,2022-10-11,GZ-R7/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7394,GenBank,complete,B4,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2018,NA,NA,"Coxsackievirus B4 isolate GZ-R7/2018, complete genome"
MZ540960,Coxsackievirus B4,NA,"Liu,W.","Gird, State Key Laboratory of Respiratory Disease & Sun Yat-Sen University",China,2022-10-11,GZ-R8/2018,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7394,GenBank,complete,B4,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2018,NA,NA,"Coxsackievirus B4 isolate GZ-R8/2018, complete genome"
MZ229640,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-1/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7429,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-16,NA,NA,"Echovirus E11 isolate Swab-1/HB.ES/CHN/2019, complete genome"
MZ229641,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-2/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7430,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-16,NA,NA,"Echovirus E11 isolate Swab-2/HB.ES/CHN/2019, complete genome"
MZ229642,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-3/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7881,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-16,NA,NA,"Echovirus E11 isolate Swab-3/HB.ES/CHN/2019, complete genome"
MZ229643,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-4/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7429,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-16,NA,NA,"Echovirus E11 isolate Swab-4/HB.ES/CHN/2019, complete genome"
MZ229644,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-5/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7432,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-5/HB.ES/CHN/2019, complete genome"
MZ229645,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-6/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7507,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-6/HB.ES/CHN/2019, complete genome"
MZ229646,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-7/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7432,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-7/HB.ES/CHN/2019, complete genome"
MZ229647,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-8/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7431,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-8/HB.ES/CHN/2019, complete genome"
MZ229648,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-9/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7443,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-9/HB.ES/CHN/2019, complete genome"
MZ229649,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-1/HB.WH/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7432,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-1/HB.WH/CHN/2019, complete genome"
MZ229650,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-2/HB.WH/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7432,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-2/HB.WH/CHN/2019, complete genome"
MZ229651,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-10/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7441,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-10/HB.ES/CHN/2019, complete genome"
MZ229652,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-11/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7431,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-17,NA,NA,"Echovirus E11 isolate Swab-11/HB.ES/CHN/2019, complete genome"
MZ229653,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-12/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7432,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-18,NA,NA,"Echovirus E11 isolate Swab-12/HB.ES/CHN/2019, complete genome"
MZ229654,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-13/HB.ES/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7430,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-18,NA,NA,"Echovirus E11 isolate Swab-13/HB.ES/CHN/2019, complete genome"
MZ229655,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-1/HB.XY/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7430,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-18,NA,NA,"Echovirus E11 isolate Swab-1/HB.XY/CHN/2019, complete genome"
MZ229656,Echovirus E11,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab-2/HB.XY/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7431,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-18,NA,NA,"Echovirus E11 isolate Swab-2/HB.XY/CHN/2019, complete genome"
MZ229657,Coxsackievirus B5,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab/HB.HS/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7361,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-06-14,NA,NA,"Coxsackievirus B5 isolate Swab/HB.HS/CHN/2019, complete genome"
MZ229658,Coxsackievirus B3,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,Swab/HB.HG/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7401,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-11,NA,NA,"Coxsackievirus B3 isolate Swab/HB.HG/CHN/2019, complete genome"
MZ229659,Echovirus E30,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,FY9/HB.WH/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7298,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-14,NA,NA,"Echovirus E30 isolate FY9/HB.WH/CHN/2019, complete genome"
MZ229660,Echovirus E30,NA,"Zhou,K.","Hubei Provincial Center for Disease Control and Prevention, Virus Detection",China,2022-09-18,FY21/HB.WH/CHN/2019,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7257,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2019-07-12,NA,NA,"Echovirus E30 isolate FY21/HB.WH/CHN/2019, complete genome"
MZ161144,Coxsackievirus B4,NA,"Tan,Z., Lyu,L., Xie,T., Li,L., Li,X.","Tianjin Centers for Disease Control and Prevention, Laboratory of Pathogenic Biology",China,2022-09-17,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7396,GenBank,complete,NA,NA,NA,China: Tianjin,China,NA,Homo sapiens,feces,2019-06-04,NA,NA,"Coxsackievirus B4 strain 0316/TJ/CHN/2019 genotype IV, complete genome"
MZ826338,Coxsackievirus B5,NA,"Zheng,H., Liu,H., Liu,Q.",Guangdong Provincial Center for Disease Control and Prevention,China,2022-08-07,AFP229/GD/CHZ/2017,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7421,GenBank,partial,NA,NA,NA,China,China,NA,Homo sapiens,feces,2017-04,NA,NA,"Coxsackievirus B5 isolate AFP229/GD/CHZ/2017 polyprotein gene, complete cds"
MZ826339,Coxsackievirus B5,NA,"Zheng,H., Liu,H., Liu,Q.",Guangdong Provincial Center for Disease Control and Prevention,China,2022-08-07,AFP229/GD/CHN/2017,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7421,GenBank,partial,NA,NA,NA,China,China,NA,Homo sapiens,feces,2017-04,NA,NA,"Coxsackievirus B5 isolate AFP229/GD/CHN/2017 polyprotein gene, complete cds"
OL955504,Coxsackievirus B5,NA,"Harrington,C., Sayyad,L., Castro,C., Gerloff,N.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Coxsackievirus B5,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7302,GenBank,partial,NA,NA,NA,Guatemala: VNA,Guatemala,NA,Homo sapiens,NA,2019,NA,NA,"Coxsackievirus B5 strain GTM/VNA/2019-2 polyprotein gene, complete cds"
OL955506,Echovirus E3,NA,"Harrington,C., Sayyad,L., Castro,C., Gerloff,N.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 3,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7342,GenBank,partial,NA,NA,NA,Guatemala: CQU,Guatemala,NA,Homo sapiens,NA,2019,NA,NA,"Echovirus E3 strain GTM/CQU/2019-2 polyprotein gene, complete cds"
OL955509,Echovirus E1,NA,"Harrington,C., Sayyad,L., Castro,C., Gerloff,N.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 1,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7132,GenBank,partial,NA,NA,NA,Guatemala: CQU,Guatemala,NA,Homo sapiens,NA,2019,NA,NA,"Echovirus E1 strain GTM/CQU/2019-3 polyprotein gene, complete cds"
OL955511,Echovirus E7,NA,"Harrington,C., Sayyad,L., Castro,C., Gerloff,N.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 7,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7270,GenBank,partial,NA,NA,NA,Guatemala: CBM,Guatemala,NA,Homo sapiens,NA,2019,NA,NA,"Echovirus E7 strain GTM/CBM/2019-2 polyprotein gene, complete cds"
OL955512,Echovirus E29,NA,"Harrington,C., Sayyad,L., Castro,C., Gerloff,N.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 29,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7314,GenBank,partial,NA,NA,NA,Guatemala: CQU,Guatemala,NA,Homo sapiens,NA,2019,NA,NA,"Echovirus E29 strain GTM/CQU/2019-4 polyprotein gene, complete cds"
ON383146,Echovirus E33,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 33,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7240,GenBank,partial,NA,NA,NA,Guatemala,Guatemala,NA,Homo sapiens,NA,2021,NA,NA,"Echovirus E33 strain GTM/CBM/2021 polyprotein gene, complete cds"
ON383150,Echovirus E11,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 11,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7182,GenBank,partial,NA,NA,NA,Guatemala,Guatemala,NA,Homo sapiens,NA,2021,NA,NA,"Echovirus E11 strain GTM/CQU/2021-1 polyprotein gene, complete cds"
ON383152,Echovirus E1,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 1,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7211,GenBank,partial,NA,NA,NA,Guatemala,Guatemala,NA,Homo sapiens,NA,2021,NA,NA,"Echovirus E1 strain GTM/CVP/2021 polyprotein gene, complete cds"
ON383153,Echovirus E25,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 25,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7259,GenBank,partial,NA,NA,NA,Guatemala,Guatemala,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E25 strain GTM/CQU/2020 polyprotein gene, complete cds"
ON383154,Echovirus E11,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 11,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7312,GenBank,partial,NA,NA,NA,Guatemala,Guatemala,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E11 strain GTM/CBM/2020-1 polyprotein gene, complete cds"
ON383158,Echovirus E29,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 29,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7246,GenBank,partial,NA,NA,NA,Haiti,Haiti,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E29 strain Haiti/RPA/2020 polyprotein gene, complete cds"
ON383159,Echovirus E3,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 3,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7357,GenBank,partial,NA,NA,NA,Haiti,Haiti,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E3 strain Haiti/CMB/2020 polyprotein gene, complete cds"
ON383161,Echovirus E7,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 7,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7345,GenBank,partial,NA,NA,NA,Haiti,Haiti,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E7 strain Haiti/CRC/2020-2 polyprotein gene, complete cds"
ON383162,Echovirus E11,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 11,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7317,GenBank,partial,NA,NA,NA,Haiti,Haiti,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E11 strain Haiti/BDC/2020-1 polyprotein gene, complete cds"
ON383163,Echovirus E13,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 13,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7315,GenBank,partial,NA,NA,NA,Haiti,Haiti,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E13 strain Haiti/BDC/2020-2 polyprotein gene, complete cds"
ON383164,Echovirus E19,NA,"Harrington,C., Sayyad,L., Gerloff,N., Castro,C.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2022-06-12,Echovirus 19,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7131,GenBank,partial,NA,NA,NA,Haiti,Haiti,NA,Homo sapiens,NA,2020,NA,NA,"Echovirus E19 strain Haiti/BDC/2020-3 polyprotein gene, partial cds"
OK632332,Coxsackievirus B3,NA,"Yang,Q., Yan,D., Song,Y., Zhu,S., He,Y., Han,Z., Wang,D., Ji,T., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Polio Reference Laboratory and National Health Commission Key Laboratory for Medical Virology",China,2022-05-14,GD16-53/GD/CHN/2016,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6555,GenBank,partial,B3,NA,1,China,China,NA,Homo sapiens,NA,2016,NA,NA,"Coxsackievirus B3 isolate GD16-53/GD/CHN/2016 polyprotein gene, partial cds"
OK632333,Coxsackievirus B3,NA,"Yang,Q., Yan,D., Song,Y., Zhu,S., He,Y., Han,Z., Wang,D., Ji,T., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Polio Reference Laboratory and National Health Commission Key Laboratory for Medical Virology",China,2022-05-14,GD16-69/GD/CHN/2016,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6555,GenBank,partial,B3,NA,1,China,China,NA,Homo sapiens,NA,2016,NA,NA,"Coxsackievirus B3 isolate GD16-69/GD/CHN/2016 polyprotein gene, partial cds"
OK632334,Coxsackievirus B3,NA,"Yang,Q., Yan,D., Song,Y., Zhu,S., He,Y., Han,Z., Wang,D., Ji,T., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Polio Reference Laboratory and National Health Commission Key Laboratory for Medical Virology",China,2022-05-14,GS12-70/GS/CHN/2012,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6555,GenBank,partial,B3,NA,1,China,China,NA,Homo sapiens,NA,2012,NA,NA,"Coxsackievirus B3 isolate GS12-70/GS/CHN/2012 polyprotein gene, partial cds"
OK632335,Coxsackievirus B3,NA,"Yang,Q., Yan,D., Song,Y., Zhu,S., He,Y., Han,Z., Wang,D., Ji,T., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Polio Reference Laboratory and National Health Commission Key Laboratory for Medical Virology",China,2022-05-14,GS16-305/GS/CHN/2016,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6555,GenBank,partial,B3,NA,1,China,China,NA,Homo sapiens,NA,2016,NA,NA,"Coxsackievirus B3 isolate GS16-305/GS/CHN/2016 polyprotein gene, partial cds"
OK632336,Coxsackievirus B3,NA,"Yang,Q., Yan,D., Song,Y., Zhu,S., He,Y., Han,Z., Wang,D., Ji,T., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Polio Reference Laboratory and National Health Commission Key Laboratory for Medical Virology",China,2022-05-14,HuN12-42/HuN/CHN/2012,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6555,GenBank,partial,B3,NA,1,China,China,NA,Homo sapiens,NA,2012,NA,NA,"Coxsackievirus B3 isolate HuN12-42/HuN/CHN/2012 polyprotein gene, partial cds"
OK632337,Coxsackievirus B3,NA,"Yang,Q., Yan,D., Song,Y., Zhu,S., He,Y., Han,Z., Wang,D., Ji,T., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Polio Reference Laboratory and National Health Commission Key Laboratory for Medical Virology",China,2022-05-14,HuN15-26/HuN/CHN/2015,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6555,GenBank,partial,B3,NA,1,China,China,NA,Homo sapiens,NA,2015,NA,NA,"Coxsackievirus B3 isolate HuN15-26/HuN/CHN/2015 polyprotein gene, partial cds"
OK632338,Coxsackievirus B3,NA,"Yang,Q., Yan,D., Song,Y., Zhu,S., He,Y., Han,Z., Wang,D., Ji,T., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Polio Reference Laboratory and National Health Commission Key Laboratory for Medical Virology",China,2022-05-14,JL13-59/JL/CHN/2013,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6555,GenBank,partial,B3,NA,1,China,China,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B3 isolate JL13-59/JL/CHN/2013 polyprotein gene, partial cds"
